device,detector,tsPeriodEnd,countPeriod,trafficAmount,reliabValue
tre327,a55,2024-11-12T16:14:50+02:00,60,60.0,36.0
tre327,a55,2024-11-12T16:13:50+02:00,60,120.0,47.0
tre327,a55,2024-11-12T16:12:50+02:00,60,120.0,60.0
tre327,a55,2024-11-12T16:11:50+02:00,60,300.0,54.0
tre327,a55,2024-11-12T16:10:50+02:00,60,180.0,30.0
tre327,a55,2024-11-12T16:09:50+02:00,60,240.0,60.0
tre327,a55,2024-11-12T16:08:50+02:00,60,120.0,29.0
tre327,a55,2024-11-12T16:07:50+02:00,60,180.0,57.0
tre327,a55,2024-11-12T16:06:50+02:00,60,180.0,61.0
tre327,a55,2024-11-12T16:05:50+02:00,60,180.0,41.0
tre327,a55,2024-11-12T16:04:50+02:00,60,300.0,69.0
tre327,a55,2024-11-12T16:03:50+02:00,60,180.0,56.0
tre327,a55,2024-11-12T16:02:50+02:00,60,0.0,37.0
tre327,a55,2024-11-12T16:01:50+02:00,60,60.0,47.0
tre327,a55,2024-11-12T16:00:50+02:00,60,60.0,40.0
tre327,b25,2024-11-12T16:14:50+02:00,60,180.0,36.0
tre327,b25,2024-11-12T16:13:50+02:00,60,180.0,47.0
tre327,b25,2024-11-12T16:12:50+02:00,60,240.0,60.0
tre327,b25,2024-11-12T16:11:50+02:00,60,0.0,54.0
tre327,b25,2024-11-12T16:10:50+02:00,60,120.0,30.0
tre327,b25,2024-11-12T16:09:50+02:00,60,240.0,60.0
tre327,b25,2024-11-12T16:08:50+02:00,60,60.0,29.0
tre327,b25,2024-11-12T16:07:50+02:00,60,240.0,57.0
tre327,b25,2024-11-12T16:06:50+02:00,60,300.0,61.0
tre327,b25,2024-11-12T16:05:50+02:00,60,180.0,41.0
tre327,b25,2024-11-12T16:04:50+02:00,60,300.0,69.0
tre327,b25,2024-11-12T16:03:50+02:00,60,180.0,56.0
tre327,b25,2024-11-12T16:02:50+02:00,60,180.0,37.0
tre327,b25,2024-11-12T16:01:50+02:00,60,240.0,47.0
tre327,b25,2024-11-12T16:00:50+02:00,60,120.0,40.0
tre327,b50,2024-11-12T16:14:50+02:00,60,180.0,36.0
tre327,b50,2024-11-12T16:13:50+02:00,60,420.0,47.0
tre327,b50,2024-11-12T16:12:50+02:00,60,480.0,60.0
tre327,b50,2024-11-12T16:11:50+02:00,60,60.0,54.0
tre327,b50,2024-11-12T16:10:50+02:00,60,180.0,30.0
tre327,b50,2024-11-12T16:09:50+02:00,60,300.0,60.0
tre327,b50,2024-11-12T16:08:50+02:00,60,60.0,29.0
tre327,b50,2024-11-12T16:07:50+02:00,60,300.0,57.0
tre327,b50,2024-11-12T16:06:50+02:00,60,540.0,61.0
tre327,b50,2024-11-12T16:05:50+02:00,60,180.0,41.0
tre327,b50,2024-11-12T16:04:50+02:00,60,360.0,69.0
tre327,b50,2024-11-12T16:03:50+02:00,60,300.0,56.0
tre327,b50,2024-11-12T16:02:50+02:00,60,240.0,37.0
tre327,b50,2024-11-12T16:01:50+02:00,60,300.0,47.0
tre327,b50,2024-11-12T16:00:50+02:00,60,360.0,40.0
tre327,c25,2024-11-12T16:14:50+02:00,60,60.0,36.0
tre327,c25,2024-11-12T16:13:50+02:00,60,120.0,47.0
tre327,c25,2024-11-12T16:12:50+02:00,60,240.0,60.0
tre327,c25,2024-11-12T16:11:50+02:00,60,120.0,54.0
tre327,c25,2024-11-12T16:10:50+02:00,60,0.0,30.0
tre327,c25,2024-11-12T16:09:50+02:00,60,60.0,60.0
tre327,c25,2024-11-12T16:08:50+02:00,60,60.0,29.0
tre327,c25,2024-11-12T16:07:50+02:00,60,300.0,57.0
tre327,c25,2024-11-12T16:06:50+02:00,60,420.0,61.0
tre327,c25,2024-11-12T16:05:50+02:00,60,0.0,41.0
tre327,c25,2024-11-12T16:04:50+02:00,60,60.0,69.0
tre327,c25,2024-11-12T16:03:50+02:00,60,120.0,56.0
tre327,c25,2024-11-12T16:02:50+02:00,60,120.0,37.0
tre327,c25,2024-11-12T16:01:50+02:00,60,60.0,47.0
tre327,c25,2024-11-12T16:00:50+02:00,60,180.0,40.0
tre327,e50_1,2024-11-12T16:14:50+02:00,60,120.0,36.0
tre327,e50_1,2024-11-12T16:13:50+02:00,60,60.0,47.0
tre327,e50_1,2024-11-12T16:12:50+02:00,60,180.0,60.0
tre327,e50_1,2024-11-12T16:11:50+02:00,60,120.0,54.0
tre327,e50_1,2024-11-12T16:10:50+02:00,60,0.0,30.0
tre327,e50_1,2024-11-12T16:09:50+02:00,60,60.0,60.0
tre327,e50_1,2024-11-12T16:08:50+02:00,60,0.0,29.0
tre327,e50_1,2024-11-12T16:07:50+02:00,60,120.0,57.0
tre327,e50_1,2024-11-12T16:06:50+02:00,60,0.0,61.0
tre327,e50_1,2024-11-12T16:05:50+02:00,60,60.0,41.0
tre327,e50_1,2024-11-12T16:04:50+02:00,60,120.0,69.0
tre327,e50_1,2024-11-12T16:03:50+02:00,60,120.0,56.0
tre327,e50_1,2024-11-12T16:02:50+02:00,60,240.0,37.0
tre327,e50_1,2024-11-12T16:01:50+02:00,60,120.0,47.0
tre327,e50_1,2024-11-12T16:00:50+02:00,60,120.0,40.0
tre327,e50_2,2024-11-12T16:14:50+02:00,60,60.0,36.0
tre327,e50_2,2024-11-12T16:13:50+02:00,60,0.0,47.0
tre327,e50_2,2024-11-12T16:12:50+02:00,60,60.0,60.0
tre327,e50_2,2024-11-12T16:11:50+02:00,60,180.0,54.0
tre327,e50_2,2024-11-12T16:10:50+02:00,60,0.0,30.0
tre327,e50_2,2024-11-12T16:09:50+02:00,60,60.0,60.0
tre327,e50_2,2024-11-12T16:08:50+02:00,60,60.0,29.0
tre327,e50_2,2024-11-12T16:07:50+02:00,60,60.0,57.0
tre327,e50_2,2024-11-12T16:06:50+02:00,60,0.0,61.0
tre327,e50_2,2024-11-12T16:05:50+02:00,60,0.0,41.0
tre327,e50_2,2024-11-12T16:04:50+02:00,60,240.0,69.0
tre327,e50_2,2024-11-12T16:03:50+02:00,60,120.0,56.0
tre327,e50_2,2024-11-12T16:02:50+02:00,60,60.0,37.0
tre327,e50_2,2024-11-12T16:01:50+02:00,60,0.0,47.0
tre327,e50_2,2024-11-12T16:00:50+02:00,60,120.0,40.0
tre327,a55,2024-11-12T16:29:50+02:00,60,240.0,71.0
tre327,a55,2024-11-12T16:28:50+02:00,60,360.0,78.0
tre327,a55,2024-11-12T16:27:50+02:00,60,420.0,57.0
tre327,a55,2024-11-12T16:26:50+02:00,60,300.0,60.0
tre327,a55,2024-11-12T16:25:50+02:00,60,120.0,36.0
tre327,a55,2024-11-12T16:24:50+02:00,60,120.0,51.0
tre327,a55,2024-11-12T16:23:50+02:00,60,240.0,35.0
tre327,a55,2024-11-12T16:22:50+02:00,60,240.0,75.0
tre327,a55,2024-11-12T16:21:50+02:00,60,120.0,49.0
tre327,a55,2024-11-12T16:20:50+02:00,60,300.0,61.0
tre327,a55,2024-11-12T16:19:50+02:00,60,360.0,74.0
tre327,a55,2024-11-12T16:18:50+02:00,60,240.0,51.0
tre327,a55,2024-11-12T16:17:50+02:00,60,180.0,71.0
tre327,a55,2024-11-12T16:16:50+02:00,60,240.0,84.0
tre327,a55,2024-11-12T16:15:50+02:00,60,300.0,74.0
tre327,b25,2024-11-12T16:29:50+02:00,60,180.0,71.0
tre327,b25,2024-11-12T16:28:50+02:00,60,240.0,78.0
tre327,b25,2024-11-12T16:27:50+02:00,60,120.0,57.0
tre327,b25,2024-11-12T16:26:50+02:00,60,180.0,60.0
tre327,b25,2024-11-12T16:25:50+02:00,60,120.0,36.0
tre327,b25,2024-11-12T16:24:50+02:00,60,240.0,51.0
tre327,b25,2024-11-12T16:23:50+02:00,60,60.0,35.0
tre327,b25,2024-11-12T16:22:50+02:00,60,300.0,75.0
tre327,b25,2024-11-12T16:21:50+02:00,60,240.0,49.0
tre327,b25,2024-11-12T16:20:50+02:00,60,120.0,61.0
tre327,b25,2024-11-12T16:19:50+02:00,60,120.0,74.0
tre327,b25,2024-11-12T16:18:50+02:00,60,120.0,51.0
tre327,b25,2024-11-12T16:17:50+02:00,60,300.0,71.0
tre327,b25,2024-11-12T16:16:50+02:00,60,240.0,84.0
tre327,b25,2024-11-12T16:15:50+02:00,60,360.0,74.0
tre327,b50,2024-11-12T16:29:50+02:00,60,360.0,71.0
tre327,b50,2024-11-12T16:28:50+02:00,60,360.0,78.0
tre327,b50,2024-11-12T16:27:50+02:00,60,120.0,57.0
tre327,b50,2024-11-12T16:26:50+02:00,60,360.0,60.0
tre327,b50,2024-11-12T16:25:50+02:00,60,120.0,36.0
tre327,b50,2024-11-12T16:24:50+02:00,60,420.0,51.0
tre327,b50,2024-11-12T16:23:50+02:00,60,60.0,35.0
tre327,b50,2024-11-12T16:22:50+02:00,60,540.0,75.0
tre327,b50,2024-11-12T16:21:50+02:00,60,360.0,49.0
tre327,b50,2024-11-12T16:20:50+02:00,60,120.0,61.0
tre327,b50,2024-11-12T16:19:50+02:00,60,240.0,74.0
tre327,b50,2024-11-12T16:18:50+02:00,60,120.0,51.0
tre327,b50,2024-11-12T16:17:50+02:00,60,540.0,71.0
tre327,b50,2024-11-12T16:16:50+02:00,60,600.0,84.0
tre327,b50,2024-11-12T16:15:50+02:00,60,540.0,74.0
tre327,c25,2024-11-12T16:29:50+02:00,60,240.0,71.0
tre327,c25,2024-11-12T16:28:50+02:00,60,240.0,78.0
tre327,c25,2024-11-12T16:27:50+02:00,60,0.0,57.0
tre327,c25,2024-11-12T16:26:50+02:00,60,120.0,60.0
tre327,c25,2024-11-12T16:25:50+02:00,60,60.0,36.0
tre327,c25,2024-11-12T16:24:50+02:00,60,180.0,51.0
tre327,c25,2024-11-12T16:23:50+02:00,60,0.0,35.0
tre327,c25,2024-11-12T16:22:50+02:00,60,300.0,75.0
tre327,c25,2024-11-12T16:21:50+02:00,60,120.0,49.0
tre327,c25,2024-11-12T16:20:50+02:00,60,0.0,61.0
tre327,c25,2024-11-12T16:19:50+02:00,60,180.0,74.0
tre327,c25,2024-11-12T16:18:50+02:00,60,60.0,51.0
tre327,c25,2024-11-12T16:17:50+02:00,60,180.0,71.0
tre327,c25,2024-11-12T16:16:50+02:00,60,360.0,84.0
tre327,c25,2024-11-12T16:15:50+02:00,60,180.0,74.0
tre327,e50_1,2024-11-12T16:29:50+02:00,60,360.0,71.0
tre327,e50_1,2024-11-12T16:28:50+02:00,60,120.0,78.0
tre327,e50_1,2024-11-12T16:27:50+02:00,60,60.0,57.0
tre327,e50_1,2024-11-12T16:26:50+02:00,60,60.0,60.0
tre327,e50_1,2024-11-12T16:25:50+02:00,60,60.0,36.0
tre327,e50_1,2024-11-12T16:24:50+02:00,60,0.0,51.0
tre327,e50_1,2024-11-12T16:23:50+02:00,60,0.0,35.0
tre327,e50_1,2024-11-12T16:22:50+02:00,60,60.0,75.0
tre327,e50_1,2024-11-12T16:21:50+02:00,60,60.0,49.0
tre327,e50_1,2024-11-12T16:20:50+02:00,60,120.0,61.0
tre327,e50_1,2024-11-12T16:19:50+02:00,60,240.0,74.0
tre327,e50_1,2024-11-12T16:18:50+02:00,60,120.0,51.0
tre327,e50_1,2024-11-12T16:17:50+02:00,60,180.0,71.0
tre327,e50_1,2024-11-12T16:16:50+02:00,60,120.0,84.0
tre327,e50_1,2024-11-12T16:15:50+02:00,60,60.0,74.0
tre327,e50_2,2024-11-12T16:29:50+02:00,60,0.0,71.0
tre327,e50_2,2024-11-12T16:28:50+02:00,60,240.0,78.0
tre327,e50_2,2024-11-12T16:27:50+02:00,60,60.0,57.0
tre327,e50_2,2024-11-12T16:26:50+02:00,60,120.0,60.0
tre327,e50_2,2024-11-12T16:25:50+02:00,60,180.0,36.0
tre327,e50_2,2024-11-12T16:24:50+02:00,60,60.0,51.0
tre327,e50_2,2024-11-12T16:23:50+02:00,60,60.0,35.0
tre327,e50_2,2024-11-12T16:22:50+02:00,60,0.0,75.0
tre327,e50_2,2024-11-12T16:21:50+02:00,60,60.0,49.0
tre327,e50_2,2024-11-12T16:20:50+02:00,60,240.0,61.0
tre327,e50_2,2024-11-12T16:19:50+02:00,60,180.0,74.0
tre327,e50_2,2024-11-12T16:18:50+02:00,60,120.0,51.0
tre327,e50_2,2024-11-12T16:17:50+02:00,60,60.0,71.0
tre327,e50_2,2024-11-12T16:16:50+02:00,60,120.0,84.0
tre327,e50_2,2024-11-12T16:15:50+02:00,60,0.0,74.0
tre327,a55,2024-11-12T16:44:50+02:00,60,360.0,70.0
tre327,a55,2024-11-12T16:43:50+02:00,60,300.0,36.0
tre327,a55,2024-11-12T16:42:50+02:00,60,180.0,62.0
tre327,a55,2024-11-12T16:41:50+02:00,60,180.0,55.0
tre327,a55,2024-11-12T16:40:50+02:00,60,120.0,52.0
tre327,a55,2024-11-12T16:39:50+02:00,60,120.0,45.0
tre327,a55,2024-11-12T16:38:50+02:00,60,60.0,42.0
tre327,a55,2024-11-12T16:37:50+02:00,60,120.0,36.0
tre327,a55,2024-11-12T16:36:50+02:00,60,240.0,59.0
tre327,a55,2024-11-12T16:35:50+02:00,60,300.0,50.0
tre327,a55,2024-11-12T16:34:50+02:00,60,120.0,32.0
tre327,a55,2024-11-12T16:33:50+02:00,60,180.0,51.0
tre327,a55,2024-11-12T16:32:50+02:00,60,300.0,54.0
tre327,a55,2024-11-12T16:31:50+02:00,60,180.0,60.0
tre327,a55,2024-11-12T16:30:50+02:00,60,300.0,37.0
tre327,b25,2024-11-12T16:44:50+02:00,60,240.0,70.0
tre327,b25,2024-11-12T16:43:50+02:00,60,120.0,36.0
tre327,b25,2024-11-12T16:42:50+02:00,60,360.0,62.0
tre327,b25,2024-11-12T16:41:50+02:00,60,300.0,55.0
tre327,b25,2024-11-12T16:40:50+02:00,60,300.0,52.0
tre327,b25,2024-11-12T16:39:50+02:00,60,120.0,45.0
tre327,b25,2024-11-12T16:38:50+02:00,60,120.0,42.0
tre327,b25,2024-11-12T16:37:50+02:00,60,60.0,36.0
tre327,b25,2024-11-12T16:36:50+02:00,60,240.0,59.0
tre327,b25,2024-11-12T16:35:50+02:00,60,180.0,50.0
tre327,b25,2024-11-12T16:34:50+02:00,60,60.0,32.0
tre327,b25,2024-11-12T16:33:50+02:00,60,0.0,51.0
tre327,b25,2024-11-12T16:32:50+02:00,60,120.0,54.0
tre327,b25,2024-11-12T16:31:50+02:00,60,300.0,60.0
tre327,b25,2024-11-12T16:30:50+02:00,60,0.0,37.0
tre327,b50,2024-11-12T16:44:50+02:00,60,300.0,70.0
tre327,b50,2024-11-12T16:43:50+02:00,60,60.0,36.0
tre327,b50,2024-11-12T16:42:50+02:00,60,300.0,62.0
tre327,b50,2024-11-12T16:41:50+02:00,60,360.0,55.0
tre327,b50,2024-11-12T16:40:50+02:00,60,300.0,52.0
tre327,b50,2024-11-12T16:39:50+02:00,60,360.0,45.0
tre327,b50,2024-11-12T16:38:50+02:00,60,240.0,42.0
tre327,b50,2024-11-12T16:37:50+02:00,60,60.0,36.0
tre327,b50,2024-11-12T16:36:50+02:00,60,300.0,59.0
tre327,b50,2024-11-12T16:35:50+02:00,60,240.0,50.0
tre327,b50,2024-11-12T16:34:50+02:00,60,60.0,32.0
tre327,b50,2024-11-12T16:33:50+02:00,60,120.0,51.0
tre327,b50,2024-11-12T16:32:50+02:00,60,180.0,54.0
tre327,b50,2024-11-12T16:31:50+02:00,60,480.0,60.0
tre327,b50,2024-11-12T16:30:50+02:00,60,0.0,37.0
tre327,c25,2024-11-12T16:44:50+02:00,60,120.0,70.0
tre327,c25,2024-11-12T16:43:50+02:00,60,0.0,36.0
tre327,c25,2024-11-12T16:42:50+02:00,60,120.0,62.0
tre327,c25,2024-11-12T16:41:50+02:00,60,60.0,55.0
tre327,c25,2024-11-12T16:40:50+02:00,60,120.0,52.0
tre327,c25,2024-11-12T16:39:50+02:00,60,180.0,45.0
tre327,c25,2024-11-12T16:38:50+02:00,60,180.0,42.0
tre327,c25,2024-11-12T16:37:50+02:00,60,0.0,36.0
tre327,c25,2024-11-12T16:36:50+02:00,60,60.0,59.0
tre327,c25,2024-11-12T16:35:50+02:00,60,120.0,50.0
tre327,c25,2024-11-12T16:34:50+02:00,60,0.0,32.0
tre327,c25,2024-11-12T16:33:50+02:00,60,120.0,51.0
tre327,c25,2024-11-12T16:32:50+02:00,60,60.0,54.0
tre327,c25,2024-11-12T16:31:50+02:00,60,240.0,60.0
tre327,c25,2024-11-12T16:30:50+02:00,60,0.0,37.0
tre327,e50_1,2024-11-12T16:44:50+02:00,60,120.0,70.0
tre327,e50_1,2024-11-12T16:43:50+02:00,60,0.0,36.0
tre327,e50_1,2024-11-12T16:42:50+02:00,60,60.0,62.0
tre327,e50_1,2024-11-12T16:41:50+02:00,60,180.0,55.0
tre327,e50_1,2024-11-12T16:40:50+02:00,60,60.0,52.0
tre327,e50_1,2024-11-12T16:39:50+02:00,60,0.0,45.0
tre327,e50_1,2024-11-12T16:38:50+02:00,60,120.0,42.0
tre327,e50_1,2024-11-12T16:37:50+02:00,60,120.0,36.0
tre327,e50_1,2024-11-12T16:36:50+02:00,60,180.0,59.0
tre327,e50_1,2024-11-12T16:35:50+02:00,60,0.0,50.0
tre327,e50_1,2024-11-12T16:34:50+02:00,60,120.0,32.0
tre327,e50_1,2024-11-12T16:33:50+02:00,60,180.0,51.0
tre327,e50_1,2024-11-12T16:32:50+02:00,60,180.0,54.0
tre327,e50_1,2024-11-12T16:31:50+02:00,60,60.0,60.0
tre327,e50_1,2024-11-12T16:30:50+02:00,60,0.0,37.0
tre327,e50_2,2024-11-12T16:44:50+02:00,60,0.0,70.0
tre327,e50_2,2024-11-12T16:43:50+02:00,60,60.0,36.0
tre327,e50_2,2024-11-12T16:42:50+02:00,60,120.0,62.0
tre327,e50_2,2024-11-12T16:41:50+02:00,60,180.0,55.0
tre327,e50_2,2024-11-12T16:40:50+02:00,60,120.0,52.0
tre327,e50_2,2024-11-12T16:39:50+02:00,60,60.0,45.0
tre327,e50_2,2024-11-12T16:38:50+02:00,60,60.0,42.0
tre327,e50_2,2024-11-12T16:37:50+02:00,60,120.0,36.0
tre327,e50_2,2024-11-12T16:36:50+02:00,60,120.0,59.0
tre327,e50_2,2024-11-12T16:35:50+02:00,60,0.0,50.0
tre327,e50_2,2024-11-12T16:34:50+02:00,60,180.0,32.0
tre327,e50_2,2024-11-12T16:33:50+02:00,60,180.0,51.0
tre327,e50_2,2024-11-12T16:32:50+02:00,60,0.0,54.0
tre327,e50_2,2024-11-12T16:31:50+02:00,60,0.0,60.0
tre327,e50_2,2024-11-12T16:30:50+02:00,60,0.0,37.0
tre327,a55,2024-11-12T16:59:50+02:00,60,240.0,58.0
tre327,a55,2024-11-12T16:58:50+02:00,60,180.0,44.0
tre327,a55,2024-11-12T16:57:50+02:00,60,180.0,42.0
tre327,a55,2024-11-12T16:56:50+02:00,60,180.0,33.0
tre327,a55,2024-11-12T16:55:50+02:00,60,180.0,46.0
tre327,a55,2024-11-12T16:54:50+02:00,60,180.0,31.0
tre327,a55,2024-11-12T16:53:50+02:00,60,240.0,55.0
tre327,a55,2024-11-12T16:52:50+02:00,60,240.0,43.0
tre327,a55,2024-11-12T16:51:50+02:00,60,60.0,44.0
tre327,a55,2024-11-12T16:50:50+02:00,60,300.0,52.0
tre327,a55,2024-11-12T16:49:50+02:00,60,180.0,55.0
tre327,a55,2024-11-12T16:48:50+02:00,60,420.0,55.0
tre327,a55,2024-11-12T16:47:50+02:00,60,360.0,55.0
tre327,a55,2024-11-12T16:46:50+02:00,60,300.0,70.0
tre327,a55,2024-11-12T16:45:50+02:00,60,180.0,39.0
tre327,b25,2024-11-12T16:59:50+02:00,60,180.0,58.0
tre327,b25,2024-11-12T16:58:50+02:00,60,120.0,44.0
tre327,b25,2024-11-12T16:57:50+02:00,60,60.0,42.0
tre327,b25,2024-11-12T16:56:50+02:00,60,120.0,33.0
tre327,b25,2024-11-12T16:55:50+02:00,60,60.0,46.0
tre327,b25,2024-11-12T16:54:50+02:00,60,120.0,31.0
tre327,b25,2024-11-12T16:53:50+02:00,60,240.0,55.0
tre327,b25,2024-11-12T16:52:50+02:00,60,60.0,43.0
tre327,b25,2024-11-12T16:51:50+02:00,60,300.0,44.0
tre327,b25,2024-11-12T16:50:50+02:00,60,60.0,52.0
tre327,b25,2024-11-12T16:49:50+02:00,60,180.0,55.0
tre327,b25,2024-11-12T16:48:50+02:00,60,60.0,55.0
tre327,b25,2024-11-12T16:47:50+02:00,60,180.0,55.0
tre327,b25,2024-11-12T16:46:50+02:00,60,180.0,70.0
tre327,b25,2024-11-12T16:45:50+02:00,60,60.0,39.0
tre327,b50,2024-11-12T16:59:50+02:00,60,240.0,58.0
tre327,b50,2024-11-12T16:58:50+02:00,60,240.0,44.0
tre327,b50,2024-11-12T16:57:50+02:00,60,60.0,42.0
tre327,b50,2024-11-12T16:56:50+02:00,60,120.0,33.0
tre327,b50,2024-11-12T16:55:50+02:00,60,60.0,46.0
tre327,b50,2024-11-12T16:54:50+02:00,60,120.0,31.0
tre327,b50,2024-11-12T16:53:50+02:00,60,240.0,55.0
tre327,b50,2024-11-12T16:52:50+02:00,60,180.0,43.0
tre327,b50,2024-11-12T16:51:50+02:00,60,420.0,44.0
tre327,b50,2024-11-12T16:50:50+02:00,60,120.0,52.0
tre327,b50,2024-11-12T16:49:50+02:00,60,300.0,55.0
tre327,b50,2024-11-12T16:48:50+02:00,60,180.0,55.0
tre327,b50,2024-11-12T16:47:50+02:00,60,180.0,55.0
tre327,b50,2024-11-12T16:46:50+02:00,60,300.0,70.0
tre327,b50,2024-11-12T16:45:50+02:00,60,120.0,39.0
tre327,c25,2024-11-12T16:59:50+02:00,60,120.0,58.0
tre327,c25,2024-11-12T16:58:50+02:00,60,120.0,44.0
tre327,c25,2024-11-12T16:57:50+02:00,60,60.0,42.0
tre327,c25,2024-11-12T16:56:50+02:00,60,0.0,33.0
tre327,c25,2024-11-12T16:55:50+02:00,60,0.0,46.0
tre327,c25,2024-11-12T16:54:50+02:00,60,60.0,31.0
tre327,c25,2024-11-12T16:53:50+02:00,60,120.0,55.0
tre327,c25,2024-11-12T16:52:50+02:00,60,0.0,43.0
tre327,c25,2024-11-12T16:51:50+02:00,60,180.0,44.0
tre327,c25,2024-11-12T16:50:50+02:00,60,60.0,52.0
tre327,c25,2024-11-12T16:49:50+02:00,60,120.0,55.0
tre327,c25,2024-11-12T16:48:50+02:00,60,120.0,55.0
tre327,c25,2024-11-12T16:47:50+02:00,60,0.0,55.0
tre327,c25,2024-11-12T16:46:50+02:00,60,300.0,70.0
tre327,c25,2024-11-12T16:45:50+02:00,60,60.0,39.0
tre327,e50_1,2024-11-12T16:59:50+02:00,60,60.0,58.0
tre327,e50_1,2024-11-12T16:58:50+02:00,60,60.0,44.0
tre327,e50_1,2024-11-12T16:57:50+02:00,60,120.0,42.0
tre327,e50_1,2024-11-12T16:56:50+02:00,60,120.0,33.0
tre327,e50_1,2024-11-12T16:55:50+02:00,60,240.0,46.0
tre327,e50_1,2024-11-12T16:54:50+02:00,60,0.0,31.0
tre327,e50_1,2024-11-12T16:53:50+02:00,60,60.0,55.0
tre327,e50_1,2024-11-12T16:52:50+02:00,60,60.0,43.0
tre327,e50_1,2024-11-12T16:51:50+02:00,60,0.0,44.0
tre327,e50_1,2024-11-12T16:50:50+02:00,60,120.0,52.0
tre327,e50_1,2024-11-12T16:49:50+02:00,60,120.0,55.0
tre327,e50_1,2024-11-12T16:48:50+02:00,60,60.0,55.0
tre327,e50_1,2024-11-12T16:47:50+02:00,60,60.0,55.0
tre327,e50_1,2024-11-12T16:46:50+02:00,60,240.0,70.0
tre327,e50_1,2024-11-12T16:45:50+02:00,60,0.0,39.0
tre327,e50_2,2024-11-12T16:59:50+02:00,60,180.0,58.0
tre327,e50_2,2024-11-12T16:58:50+02:00,60,120.0,44.0
tre327,e50_2,2024-11-12T16:57:50+02:00,60,60.0,42.0
tre327,e50_2,2024-11-12T16:56:50+02:00,60,60.0,33.0
tre327,e50_2,2024-11-12T16:55:50+02:00,60,120.0,46.0
tre327,e50_2,2024-11-12T16:54:50+02:00,60,60.0,31.0
tre327,e50_2,2024-11-12T16:53:50+02:00,60,60.0,55.0
tre327,e50_2,2024-11-12T16:52:50+02:00,60,60.0,43.0
tre327,e50_2,2024-11-12T16:51:50+02:00,60,60.0,44.0
tre327,e50_2,2024-11-12T16:50:50+02:00,60,120.0,52.0
tre327,e50_2,2024-11-12T16:49:50+02:00,60,180.0,55.0
tre327,e50_2,2024-11-12T16:48:50+02:00,60,120.0,55.0
tre327,e50_2,2024-11-12T16:47:50+02:00,60,60.0,55.0
tre327,e50_2,2024-11-12T16:46:50+02:00,60,60.0,70.0
tre327,e50_2,2024-11-12T16:45:50+02:00,60,60.0,39.0
tre227,a55_1,2024-11-12T16:14:50+02:00,60,0.0,68.0
tre227,a55_1,2024-11-12T16:13:50+02:00,60,,
tre227,a55_1,2024-11-12T16:12:50+02:00,60,300.0,89.0
tre227,a55_1,2024-11-12T16:11:50+02:00,60,120.0,60.0
tre227,a55_1,2024-11-12T16:10:50+02:00,60,180.0,68.0
tre227,a55_1,2024-11-12T16:09:50+02:00,60,0.0,55.0
tre227,a55_1,2024-11-12T16:08:50+02:00,60,120.0,46.0
tre227,a55_1,2024-11-12T16:07:50+02:00,60,60.0,33.0
tre227,a55_1,2024-11-12T16:06:50+02:00,60,60.0,55.0
tre227,a55_1,2024-11-12T16:05:50+02:00,60,60.0,78.0
tre227,a55_1,2024-11-12T16:04:50+02:00,60,120.0,55.0
tre227,a55_1,2024-11-12T16:03:50+02:00,60,180.0,75.0
tre227,a55_1,2024-11-12T16:02:50+02:00,60,480.0,81.0
tre227,a55_1,2024-11-12T16:01:50+02:00,60,240.0,81.0
tre227,a55_1,2024-11-12T16:00:50+02:00,60,60.0,67.0
tre227,a55_2,2024-11-12T16:14:50+02:00,60,240.0,68.0
tre227,a55_2,2024-11-12T16:13:50+02:00,60,,
tre227,a55_2,2024-11-12T16:12:50+02:00,60,120.0,89.0
tre227,a55_2,2024-11-12T16:11:50+02:00,60,360.0,60.0
tre227,a55_2,2024-11-12T16:10:50+02:00,60,360.0,68.0
tre227,a55_2,2024-11-12T16:09:50+02:00,60,120.0,55.0
tre227,a55_2,2024-11-12T16:08:50+02:00,60,240.0,46.0
tre227,a55_2,2024-11-12T16:07:50+02:00,60,60.0,33.0
tre227,a55_2,2024-11-12T16:06:50+02:00,60,240.0,55.0
tre227,a55_2,2024-11-12T16:05:50+02:00,60,60.0,78.0
tre227,a55_2,2024-11-12T16:04:50+02:00,60,180.0,55.0
tre227,a55_2,2024-11-12T16:03:50+02:00,60,120.0,75.0
tre227,a55_2,2024-11-12T16:02:50+02:00,60,180.0,81.0
tre227,a55_2,2024-11-12T16:01:50+02:00,60,180.0,81.0
tre227,a55_2,2024-11-12T16:00:50+02:00,60,360.0,67.0
tre227,b50,2024-11-12T16:14:50+02:00,60,120.0,68.0
tre227,b50,2024-11-12T16:13:50+02:00,60,,
tre227,b50,2024-11-12T16:12:50+02:00,60,300.0,89.0
tre227,b50,2024-11-12T16:11:50+02:00,60,60.0,60.0
tre227,b50,2024-11-12T16:10:50+02:00,60,60.0,68.0
tre227,b50,2024-11-12T16:09:50+02:00,60,120.0,55.0
tre227,b50,2024-11-12T16:08:50+02:00,60,0.0,46.0
tre227,b50,2024-11-12T16:07:50+02:00,60,60.0,33.0
tre227,b50,2024-11-12T16:06:50+02:00,60,120.0,55.0
tre227,b50,2024-11-12T16:05:50+02:00,60,180.0,78.0
tre227,b50,2024-11-12T16:04:50+02:00,60,180.0,55.0
tre227,b50,2024-11-12T16:03:50+02:00,60,240.0,75.0
