device,detector,tsPeriodEnd,countPeriod,trafficAmount,reliabValue
tre115,b15-2,2024-11-12T16:23:50+02:00,60,480.0,140.0
tre115,b15-2,2024-11-12T16:22:50+02:00,60,60.0,128.0
tre115,b15-2,2024-11-12T16:21:50+02:00,60,60.0,76.0
tre115,b15-2,2024-11-12T16:20:50+02:00,60,240.0,121.0
tre115,b15-2,2024-11-12T16:19:50+02:00,60,300.0,90.0
tre115,b15-2,2024-11-12T16:18:50+02:00,60,300.0,118.0
tre115,b15-2,2024-11-12T16:17:50+02:00,60,360.0,137.0
tre115,b15-2,2024-11-12T16:16:50+02:00,60,180.0,111.0
tre115,b15-2,2024-11-12T16:15:50+02:00,60,0.0,57.0
tre115,b15-1,2024-11-12T16:44:50+02:00,60,120.0,57.0
tre115,b15-1,2024-11-12T16:43:50+02:00,60,120.0,55.0
tre115,b15-1,2024-11-12T16:42:50+02:00,60,180.0,55.0
tre115,b15-1,2024-11-12T16:41:50+02:00,60,180.0,76.0
tre115,b15-1,2024-11-12T16:40:50+02:00,60,240.0,83.0
tre115,b15-1,2024-11-12T16:39:50+02:00,60,120.0,65.0
tre115,b15-1,2024-11-12T16:38:50+02:00,60,240.0,102.0
tre115,b15-1,2024-11-12T16:37:50+02:00,60,360.0,101.0
tre115,b15-1,2024-11-12T16:36:50+02:00,60,60.0,44.0
tre115,b15-1,2024-11-12T16:35:50+02:00,60,120.0,81.0
tre115,b15-1,2024-11-12T16:34:50+02:00,60,240.0,95.0
tre115,b15-1,2024-11-12T16:33:50+02:00,60,300.0,84.0
tre115,b15-1,2024-11-12T16:32:50+02:00,60,240.0,72.0
tre115,b15-1,2024-11-12T16:31:50+02:00,60,180.0,93.0
tre115,b15-1,2024-11-12T16:30:50+02:00,60,240.0,95.0
tre115,b15-2,2024-11-12T16:44:50+02:00,60,0.0,57.0
tre115,b15-2,2024-11-12T16:43:50+02:00,60,0.0,55.0
tre115,b15-2,2024-11-12T16:42:50+02:00,60,0.0,55.0
tre115,b15-2,2024-11-12T16:41:50+02:00,60,0.0,76.0
tre115,b15-2,2024-11-12T16:40:50+02:00,60,120.0,83.0
tre115,b15-2,2024-11-12T16:39:50+02:00,60,0.0,65.0
tre115,b15-2,2024-11-12T16:38:50+02:00,60,0.0,102.0
tre115,b15-2,2024-11-12T16:37:50+02:00,60,0.0,101.0
tre115,b15-2,2024-11-12T16:36:50+02:00,60,0.0,44.0
tre115,b15-2,2024-11-12T16:35:50+02:00,60,0.0,81.0
tre115,b15-2,2024-11-12T16:34:50+02:00,60,0.0,95.0
tre115,b15-2,2024-11-12T16:33:50+02:00,60,0.0,84.0
tre115,b15-2,2024-11-12T16:32:50+02:00,60,240.0,72.0
tre115,b15-2,2024-11-12T16:31:50+02:00,60,120.0,93.0
tre115,b15-2,2024-11-12T16:30:50+02:00,60,300.0,95.0
tre115,b15-1,2024-11-12T16:59:50+02:00,60,300.0,57.0
tre115,b15-1,2024-11-12T16:58:50+02:00,60,180.0,82.0
tre115,b15-1,2024-11-12T16:57:50+02:00,60,60.0,61.0
tre115,b15-1,2024-11-12T16:56:50+02:00,60,240.0,60.0
tre115,b15-1,2024-11-12T16:55:50+02:00,60,420.0,79.0
tre115,b15-1,2024-11-12T16:54:50+02:00,60,120.0,70.0
tre115,b15-1,2024-11-12T16:53:50+02:00,60,180.0,51.0
tre115,b15-1,2024-11-12T16:52:50+02:00,60,240.0,62.0
tre115,b15-1,2024-11-12T16:51:50+02:00,60,300.0,96.0
tre115,b15-1,2024-11-12T16:50:50+02:00,60,180.0,89.0
tre115,b15-1,2024-11-12T16:49:50+02:00,60,240.0,57.0
tre115,b15-1,2024-11-12T16:48:50+02:00,60,180.0,64.0
tre115,b15-1,2024-11-12T16:47:50+02:00,60,300.0,125.0
tre115,b15-1,2024-11-12T16:46:50+02:00,60,180.0,76.0
tre115,b15-1,2024-11-12T16:45:50+02:00,60,420.0,92.0
tre115,b15-2,2024-11-12T16:59:50+02:00,60,0.0,57.0
tre115,b15-2,2024-11-12T16:58:50+02:00,60,0.0,82.0
tre115,b15-2,2024-11-12T16:57:50+02:00,60,0.0,61.0
tre115,b15-2,2024-11-12T16:56:50+02:00,60,60.0,60.0
tre115,b15-2,2024-11-12T16:55:50+02:00,60,60.0,79.0
tre115,b15-2,2024-11-12T16:54:50+02:00,60,0.0,70.0
tre115,b15-2,2024-11-12T16:53:50+02:00,60,0.0,51.0
tre115,b15-2,2024-11-12T16:52:50+02:00,60,0.0,62.0
tre115,b15-2,2024-11-12T16:51:50+02:00,60,0.0,96.0
tre115,b15-2,2024-11-12T16:50:50+02:00,60,0.0,89.0
tre115,b15-2,2024-11-12T16:49:50+02:00,60,0.0,57.0
tre115,b15-2,2024-11-12T16:48:50+02:00,60,60.0,64.0
tre115,b15-2,2024-11-12T16:47:50+02:00,60,60.0,125.0
tre115,b15-2,2024-11-12T16:46:50+02:00,60,0.0,76.0
tre115,b15-2,2024-11-12T16:45:50+02:00,60,0.0,92.0
tre402,a55,2024-11-12T16:14:50+02:00,60,300.0,70.0
tre402,a55,2024-11-12T16:13:50+02:00,60,180.0,125.0
tre402,a55,2024-11-12T16:12:50+02:00,60,120.0,87.0
tre402,a55,2024-11-12T16:11:50+02:00,60,420.0,119.0
tre402,a55,2024-11-12T16:10:50+02:00,60,60.0,90.0
tre402,a55,2024-11-12T16:09:50+02:00,60,60.0,54.0
tre402,a55,2024-11-12T16:08:50+02:00,60,300.0,79.0
tre402,a55,2024-11-12T16:07:50+02:00,60,120.0,104.0
tre402,a55,2024-11-12T16:06:50+02:00,60,180.0,89.0
tre402,a55,2024-11-12T16:05:50+02:00,60,180.0,95.0
tre402,a55,2024-11-12T16:04:50+02:00,60,300.0,109.0
tre402,a55,2024-11-12T16:03:50+02:00,60,240.0,97.0
tre402,a55,2024-11-12T16:02:50+02:00,60,420.0,86.0
tre402,a55,2024-11-12T16:01:50+02:00,60,60.0,92.0
tre402,a55,2024-11-12T16:00:50+02:00,60,,
tre402,b60,2024-11-12T16:14:50+02:00,60,60.0,70.0
tre402,b60,2024-11-12T16:13:50+02:00,60,660.0,125.0
tre402,b60,2024-11-12T16:12:50+02:00,60,120.0,87.0
tre402,b60,2024-11-12T16:11:50+02:00,60,360.0,119.0
tre402,b60,2024-11-12T16:10:50+02:00,60,300.0,90.0
tre402,b60,2024-11-12T16:09:50+02:00,60,60.0,54.0
tre402,b60,2024-11-12T16:08:50+02:00,60,60.0,79.0
tre402,b60,2024-11-12T16:07:50+02:00,60,120.0,104.0
tre402,b60,2024-11-12T16:06:50+02:00,60,120.0,89.0
tre402,b60,2024-11-12T16:05:50+02:00,60,360.0,95.0
tre402,b60,2024-11-12T16:04:50+02:00,60,180.0,109.0
tre402,b60,2024-11-12T16:03:50+02:00,60,180.0,97.0
tre402,b60,2024-11-12T16:02:50+02:00,60,180.0,86.0
tre402,b60,2024-11-12T16:01:50+02:00,60,300.0,92.0
tre402,b60,2024-11-12T16:00:50+02:00,60,,
tre402,d20,2024-11-12T16:14:50+02:00,60,240.0,70.0
tre402,d20,2024-11-12T16:13:50+02:00,60,120.0,125.0
tre402,d20,2024-11-12T16:12:50+02:00,60,0.0,87.0
tre402,d20,2024-11-12T16:11:50+02:00,60,0.0,119.0
tre402,d20,2024-11-12T16:10:50+02:00,60,0.0,90.0
tre402,d20,2024-11-12T16:09:50+02:00,60,0.0,54.0
tre402,d20,2024-11-12T16:08:50+02:00,60,0.0,79.0
tre402,d20,2024-11-12T16:07:50+02:00,60,60.0,104.0
tre402,d20,2024-11-12T16:06:50+02:00,60,60.0,89.0
tre402,d20,2024-11-12T16:05:50+02:00,60,180.0,95.0
tre402,d20,2024-11-12T16:04:50+02:00,60,120.0,109.0
tre402,d20,2024-11-12T16:03:50+02:00,60,0.0,97.0
tre402,d20,2024-11-12T16:02:50+02:00,60,60.0,86.0
tre402,d20,2024-11-12T16:01:50+02:00,60,60.0,92.0
tre402,d20,2024-11-12T16:00:50+02:00,60,,
tre402,e55_1,2024-11-12T16:14:50+02:00,60,120.0,70.0
tre402,e55_1,2024-11-12T16:13:50+02:00,60,240.0,125.0
tre402,e55_1,2024-11-12T16:12:50+02:00,60,240.0,87.0
tre402,e55_1,2024-11-12T16:11:50+02:00,60,60.0,119.0
tre402,e55_1,2024-11-12T16:10:50+02:00,60,180.0,90.0
tre402,e55_1,2024-11-12T16:09:50+02:00,60,120.0,54.0
tre402,e55_1,2024-11-12T16:08:50+02:00,60,180.0,79.0
tre402,e55_1,2024-11-12T16:07:50+02:00,60,180.0,104.0
tre402,e55_1,2024-11-12T16:06:50+02:00,60,60.0,89.0
tre402,e55_1,2024-11-12T16:05:50+02:00,60,60.0,95.0
tre402,e55_1,2024-11-12T16:04:50+02:00,60,120.0,109.0
tre402,e55_1,2024-11-12T16:03:50+02:00,60,180.0,97.0
tre402,e55_1,2024-11-12T16:02:50+02:00,60,180.0,86.0
tre402,e55_1,2024-11-12T16:01:50+02:00,60,60.0,92.0
tre402,e55_1,2024-11-12T16:00:50+02:00,60,,
tre402,e55_2,2024-11-12T16:14:50+02:00,60,240.0,70.0
tre402,e55_2,2024-11-12T16:13:50+02:00,60,360.0,125.0
tre402,e55_2,2024-11-12T16:12:50+02:00,60,300.0,87.0
tre402,e55_2,2024-11-12T16:11:50+02:00,60,120.0,119.0
tre402,e55_2,2024-11-12T16:10:50+02:00,60,120.0,90.0
tre402,e55_2,2024-11-12T16:09:50+02:00,60,240.0,54.0
tre402,e55_2,2024-11-12T16:08:50+02:00,60,180.0,79.0
tre402,e55_2,2024-11-12T16:07:50+02:00,60,240.0,104.0
tre402,e55_2,2024-11-12T16:06:50+02:00,60,60.0,89.0
tre402,e55_2,2024-11-12T16:05:50+02:00,60,120.0,95.0
tre402,e55_2,2024-11-12T16:04:50+02:00,60,120.0,109.0
tre402,e55_2,2024-11-12T16:03:50+02:00,60,120.0,97.0
tre402,e55_2,2024-11-12T16:02:50+02:00,60,180.0,86.0
tre402,e55_2,2024-11-12T16:01:50+02:00,60,240.0,92.0
tre402,e55_2,2024-11-12T16:00:50+02:00,60,,
tre402,n60,2024-11-12T16:14:50+02:00,60,360.0,70.0
tre402,n60,2024-11-12T16:13:50+02:00,60,180.0,125.0
tre402,n60,2024-11-12T16:12:50+02:00,60,60.0,87.0
tre402,n60,2024-11-12T16:11:50+02:00,60,120.0,119.0
tre402,n60,2024-11-12T16:10:50+02:00,60,300.0,90.0
tre402,n60,2024-11-12T16:09:50+02:00,60,120.0,54.0
tre402,n60,2024-11-12T16:08:50+02:00,60,360.0,79.0
tre402,n60,2024-11-12T16:07:50+02:00,60,60.0,104.0
tre402,n60,2024-11-12T16:06:50+02:00,60,240.0,89.0
tre402,n60,2024-11-12T16:05:50+02:00,60,180.0,95.0
tre402,n60,2024-11-12T16:04:50+02:00,60,240.0,109.0
tre402,n60,2024-11-12T16:03:50+02:00,60,300.0,97.0
tre402,n60,2024-11-12T16:02:50+02:00,60,300.0,86.0
tre402,n60,2024-11-12T16:01:50+02:00,60,120.0,92.0
tre402,n60,2024-11-12T16:00:50+02:00,60,,
tre402,o60,2024-11-12T16:14:50+02:00,60,120.0,70.0
tre402,o60,2024-11-12T16:13:50+02:00,60,240.0,125.0
tre402,o60,2024-11-12T16:12:50+02:00,60,180.0,87.0
tre402,o60,2024-11-12T16:11:50+02:00,60,360.0,119.0
tre402,o60,2024-11-12T16:10:50+02:00,60,120.0,90.0
tre402,o60,2024-11-12T16:09:50+02:00,60,0.0,54.0
tre402,o60,2024-11-12T16:08:50+02:00,60,60.0,79.0
tre402,o60,2024-11-12T16:07:50+02:00,60,60.0,104.0
tre402,o60,2024-11-12T16:06:50+02:00,60,240.0,89.0
tre402,o60,2024-11-12T16:05:50+02:00,60,60.0,95.0
tre402,o60,2024-11-12T16:04:50+02:00,60,180.0,109.0
tre402,o60,2024-11-12T16:03:50+02:00,60,180.0,97.0
tre402,o60,2024-11-12T16:02:50+02:00,60,120.0,86.0
tre402,o60,2024-11-12T16:01:50+02:00,60,180.0,92.0
tre402,o60,2024-11-12T16:00:50+02:00,60,,
tre402,a55,2024-11-12T16:29:50+02:00,60,360.0,98.0
tre402,a55,2024-11-12T16:28:50+02:00,60,360.0,97.0
tre402,a55,2024-11-12T16:27:50+02:00,60,60.0,70.0
tre402,a55,2024-11-12T16:26:50+02:00,60,120.0,88.0
tre402,a55,2024-11-12T16:25:50+02:00,60,,
tre402,a55,2024-11-12T16:24:50+02:00,60,120.0,94.0
tre402,a55,2024-11-12T16:23:50+02:00,60,120.0,132.0
tre402,a55,2024-11-12T16:22:50+02:00,60,300.0,100.0
tre402,a55,2024-11-12T16:21:50+02:00,60,180.0,120.0
tre402,a55,2024-11-12T16:20:50+02:00,60,180.0,104.0
tre402,a55,2024-11-12T16:19:50+02:00,60,240.0,83.0
tre402,a55,2024-11-12T16:18:50+02:00,60,240.0,136.0
tre402,a55,2024-11-12T16:17:50+02:00,60,180.0,93.0
tre402,a55,2024-11-12T16:16:50+02:00,60,360.0,111.0
tre402,a55,2024-11-12T16:15:50+02:00,60,120.0,104.0
tre402,b60,2024-11-12T16:29:50+02:00,60,300.0,98.0
tre402,b60,2024-11-12T16:28:50+02:00,60,120.0,97.0
tre402,b60,2024-11-12T16:27:50+02:00,60,420.0,70.0
tre402,b60,2024-11-12T16:26:50+02:00,60,60.0,88.0
tre402,b60,2024-11-12T16:25:50+02:00,60,,
tre402,b60,2024-11-12T16:24:50+02:00,60,180.0,94.0
tre402,b60,2024-11-12T16:23:50+02:00,60,480.0,132.0
tre402,b60,2024-11-12T16:22:50+02:00,60,300.0,100.0
tre402,b60,2024-11-12T16:21:50+02:00,60,60.0,120.0
tre402,b60,2024-11-12T16:20:50+02:00,60,60.0,104.0
tre402,b60,2024-11-12T16:19:50+02:00,60,420.0,83.0
tre402,b60,2024-11-12T16:18:50+02:00,60,240.0,136.0
tre402,b60,2024-11-12T16:17:50+02:00,60,240.0,93.0
tre402,b60,2024-11-12T16:16:50+02:00,60,180.0,111.0
tre402,b60,2024-11-12T16:15:50+02:00,60,300.0,104.0
tre402,d20,2024-11-12T16:29:50+02:00,60,0.0,98.0
tre402,d20,2024-11-12T16:28:50+02:00,60,120.0,97.0
tre402,d20,2024-11-12T16:27:50+02:00,60,120.0,70.0
tre402,d20,2024-11-12T16:26:50+02:00,60,0.0,88.0
tre402,d20,2024-11-12T16:25:50+02:00,60,,
tre402,d20,2024-11-12T16:24:50+02:00,60,120.0,94.0
tre402,d20,2024-11-12T16:23:50+02:00,60,120.0,132.0
tre402,d20,2024-11-12T16:22:50+02:00,60,60.0,100.0
tre402,d20,2024-11-12T16:21:50+02:00,60,60.0,120.0
tre402,d20,2024-11-12T16:20:50+02:00,60,0.0,104.0
tre402,d20,2024-11-12T16:19:50+02:00,60,120.0,83.0
tre402,d20,2024-11-12T16:18:50+02:00,60,0.0,136.0
tre402,d20,2024-11-12T16:17:50+02:00,60,60.0,93.0
tre402,d20,2024-11-12T16:16:50+02:00,60,0.0,111.0
tre402,d20,2024-11-12T16:15:50+02:00,60,60.0,104.0
tre402,e55_1,2024-11-12T16:29:50+02:00,60,60.0,98.0
tre402,e55_1,2024-11-12T16:28:50+02:00,60,60.0,97.0
tre402,e55_1,2024-11-12T16:27:50+02:00,60,0.0,70.0
tre402,e55_1,2024-11-12T16:26:50+02:00,60,60.0,88.0
tre402,e55_1,2024-11-12T16:25:50+02:00,60,,
tre402,e55_1,2024-11-12T16:24:50+02:00,60,120.0,94.0
tre402,e55_1,2024-11-12T16:23:50+02:00,60,300.0,132.0
tre402,e55_1,2024-11-12T16:22:50+02:00,60,120.0,100.0
tre402,e55_1,2024-11-12T16:21:50+02:00,60,60.0,120.0
tre402,e55_1,2024-11-12T16:20:50+02:00,60,240.0,104.0
tre402,e55_1,2024-11-12T16:19:50+02:00,60,180.0,83.0
tre402,e55_1,2024-11-12T16:18:50+02:00,60,60.0,136.0
tre402,e55_1,2024-11-12T16:17:50+02:00,60,240.0,93.0
tre402,e55_1,2024-11-12T16:16:50+02:00,60,180.0,111.0
tre402,e55_1,2024-11-12T16:15:50+02:00,60,120.0,104.0
tre402,e55_2,2024-11-12T16:29:50+02:00,60,60.0,98.0
tre402,e55_2,2024-11-12T16:28:50+02:00,60,60.0,97.0
tre402,e55_2,2024-11-12T16:27:50+02:00,60,60.0,70.0
tre402,e55_2,2024-11-12T16:26:50+02:00,60,120.0,88.0
tre402,e55_2,2024-11-12T16:25:50+02:00,60,,
tre402,e55_2,2024-11-12T16:24:50+02:00,60,240.0,94.0
tre402,e55_2,2024-11-12T16:23:50+02:00,60,300.0,132.0
tre402,e55_2,2024-11-12T16:22:50+02:00,60,180.0,100.0
tre402,e55_2,2024-11-12T16:21:50+02:00,60,420.0,120.0
tre402,e55_2,2024-11-12T16:20:50+02:00,60,480.0,104.0
tre402,e55_2,2024-11-12T16:19:50+02:00,60,180.0,83.0
tre402,e55_2,2024-11-12T16:18:50+02:00,60,180.0,136.0
tre402,e55_2,2024-11-12T16:17:50+02:00,60,240.0,93.0
tre402,e55_2,2024-11-12T16:16:50+02:00,60,240.0,111.0
tre402,e55_2,2024-11-12T16:15:50+02:00,60,240.0,104.0
tre402,n60,2024-11-12T16:29:50+02:00,60,360.0,98.0
tre402,n60,2024-11-12T16:28:50+02:00,60,420.0,97.0
tre402,n60,2024-11-12T16:27:50+02:00,60,60.0,70.0
tre402,n60,2024-11-12T16:26:50+02:00,60,60.0,88.0
tre402,n60,2024-11-12T16:25:50+02:00,60,,
tre402,n60,2024-11-12T16:24:50+02:00,60,240.0,94.0
tre402,n60,2024-11-12T16:23:50+02:00,60,120.0,132.0
tre402,n60,2024-11-12T16:22:50+02:00,60,120.0,100.0
tre402,n60,2024-11-12T16:21:50+02:00,60,240.0,120.0
tre402,n60,2024-11-12T16:20:50+02:00,60,300.0,104.0
tre402,n60,2024-11-12T16:19:50+02:00,60,180.0,83.0
tre402,n60,2024-11-12T16:18:50+02:00,60,300.0,136.0
tre402,n60,2024-11-12T16:17:50+02:00,60,120.0,93.0
tre402,n60,2024-11-12T16:16:50+02:00,60,180.0,111.0
tre402,n60,2024-11-12T16:15:50+02:00,60,300.0,104.0
tre402,o60,2024-11-12T16:29:50+02:00,60,240.0,98.0
tre402,o60,2024-11-12T16:28:50+02:00,60,180.0,97.0
tre402,o60,2024-11-12T16:27:50+02:00,60,240.0,70.0
tre402,o60,2024-11-12T16:26:50+02:00,60,240.0,88.0
tre402,o60,2024-11-12T16:25:50+02:00,60,,
tre402,o60,2024-11-12T16:24:50+02:00,60,360.0,94.0
tre402,o60,2024-11-12T16:23:50+02:00,60,360.0,132.0
tre402,o60,2024-11-12T16:22:50+02:00,60,180.0,100.0
tre402,o60,2024-11-12T16:21:50+02:00,60,480.0,120.0
tre402,o60,2024-11-12T16:20:50+02:00,60,0.0,104.0
tre402,o60,2024-11-12T16:19:50+02:00,60,60.0,83.0
tre402,o60,2024-11-12T16:18:50+02:00,60,420.0,136.0
tre402,o60,2024-11-12T16:17:50+02:00,60,120.0,93.0
tre402,o60,2024-11-12T16:16:50+02:00,60,60.0,111.0
tre402,o60,2024-11-12T16:15:50+02:00,60,180.0,104.0
tre402,a55,2024-11-12T16:44:50+02:00,60,240.0,87.0
tre402,a55,2024-11-12T16:43:50+02:00,60,0.0,56.0
tre402,a55,2024-11-12T16:42:50+02:00,60,60.0,124.0
tre402,a55,2024-11-12T16:41:50+02:00,60,60.0,97.0
tre402,a55,2024-11-12T16:40:50+02:00,60,300.0,82.0
tre402,a55,2024-11-12T16:39:50+02:00,60,180.0,123.0
tre402,a55,2024-11-12T16:38:50+02:00,60,240.0,63.0
tre402,a55,2024-11-12T16:37:50+02:00,60,180.0,69.0
tre402,a55,2024-11-12T16:36:50+02:00,60,60.0,70.0
tre402,a55,2024-11-12T16:35:50+02:00,60,360.0,71.0
tre402,a55,2024-11-12T16:34:50+02:00,60,0.0,87.0
tre402,a55,2024-11-12T16:33:50+02:00,60,60.0,50.0
tre402,a55,2024-11-12T16:32:50+02:00,60,180.0,87.0
tre402,a55,2024-11-12T16:31:50+02:00,60,360.0,75.0
tre402,a55,2024-11-12T16:30:50+02:00,60,120.0,69.0
tre402,b60,2024-11-12T16:44:50+02:00,60,300.0,87.0
tre402,b60,2024-11-12T16:43:50+02:00,60,60.0,56.0
tre402,b60,2024-11-12T16:42:50+02:00,60,360.0,124.0
tre402,b60,2024-11-12T16:41:50+02:00,60,180.0,97.0
tre402,b60,2024-11-12T16:40:50+02:00,60,360.0,82.0
tre402,b60,2024-11-12T16:39:50+02:00,60,300.0,123.0
tre402,b60,2024-11-12T16:38:50+02:00,60,60.0,63.0
tre402,b60,2024-11-12T16:37:50+02:00,60,0.0,69.0
tre402,b60,2024-11-12T16:36:50+02:00,60,120.0,70.0
tre402,b60,2024-11-12T16:35:50+02:00,60,120.0,71.0
tre402,b60,2024-11-12T16:34:50+02:00,60,180.0,87.0
tre402,b60,2024-11-12T16:33:50+02:00,60,240.0,50.0
tre402,b60,2024-11-12T16:32:50+02:00,60,60.0,87.0
tre402,b60,2024-11-12T16:31:50+02:00,60,60.0,75.0
tre402,b60,2024-11-12T16:30:50+02:00,60,60.0,69.0
tre402,d20,2024-11-12T16:44:50+02:00,60,0.0,87.0
tre402,d20,2024-11-12T16:43:50+02:00,60,0.0,56.0
tre402,d20,2024-11-12T16:42:50+02:00,60,60.0,124.0
tre402,d20,2024-11-12T16:41:50+02:00,60,0.0,97.0
tre402,d20,2024-11-12T16:40:50+02:00,60,120.0,82.0
tre402,d20,2024-11-12T16:39:50+02:00,60,60.0,123.0
tre402,d20,2024-11-12T16:38:50+02:00,60,0.0,63.0
tre402,d20,2024-11-12T16:37:50+02:00,60,0.0,69.0
tre402,d20,2024-11-12T16:36:50+02:00,60,0.0,70.0
tre402,d20,2024-11-12T16:35:50+02:00,60,60.0,71.0
tre402,d20,2024-11-12T16:34:50+02:00,60,0.0,87.0
tre402,d20,2024-11-12T16:33:50+02:00,60,60.0,50.0
tre402,d20,2024-11-12T16:32:50+02:00,60,60.0,87.0
tre402,d20,2024-11-12T16:31:50+02:00,60,0.0,75.0
tre402,d20,2024-11-12T16:30:50+02:00,60,0.0,69.0
tre402,e55_1,2024-11-12T16:44:50+02:00,60,120.0,87.0
tre402,e55_1,2024-11-12T16:43:50+02:00,60,120.0,56.0
tre402,e55_1,2024-11-12T16:42:50+02:00,60,240.0,124.0
tre402,e55_1,2024-11-12T16:41:50+02:00,60,180.0,97.0
tre402,e55_1,2024-11-12T16:40:50+02:00,60,0.0,82.0
tre402,e55_1,2024-11-12T16:39:50+02:00,60,240.0,123.0
tre402,e55_1,2024-11-12T16:38:50+02:00,60,240.0,63.0
tre402,e55_1,2024-11-12T16:37:50+02:00,60,60.0,69.0
tre402,e55_1,2024-11-12T16:36:50+02:00,60,120.0,70.0
tre402,e55_1,2024-11-12T16:35:50+02:00,60,60.0,71.0
tre402,e55_1,2024-11-12T16:34:50+02:00,60,120.0,87.0
tre402,e55_1,2024-11-12T16:33:50+02:00,60,0.0,50.0
tre402,e55_1,2024-11-12T16:32:50+02:00,60,120.0,87.0
tre402,e55_1,2024-11-12T16:31:50+02:00,60,0.0,75.0
tre402,e55_1,2024-11-12T16:30:50+02:00,60,180.0,69.0
tre402,e55_2,2024-11-12T16:44:50+02:00,60,120.0,87.0
tre402,e55_2,2024-11-12T16:43:50+02:00,60,180.0,56.0
tre402,e55_2,2024-11-12T16:42:50+02:00,60,240.0,124.0
tre402,e55_2,2024-11-12T16:41:50+02:00,60,240.0,97.0
tre402,e55_2,2024-11-12T16:40:50+02:00,60,60.0,82.0
tre402,e55_2,2024-11-12T16:39:50+02:00,60,360.0,123.0
tre402,e55_2,2024-11-12T16:38:50+02:00,60,180.0,63.0
tre402,e55_2,2024-11-12T16:37:50+02:00,60,300.0,69.0
tre402,e55_2,2024-11-12T16:36:50+02:00,60,120.0,70.0
tre402,e55_2,2024-11-12T16:35:50+02:00,60,120.0,71.0
tre402,e55_2,2024-11-12T16:34:50+02:00,60,120.0,87.0
tre402,e55_2,2024-11-12T16:33:50+02:00,60,0.0,50.0
tre402,e55_2,2024-11-12T16:32:50+02:00,60,120.0,87.0
tre402,e55_2,2024-11-12T16:31:50+02:00,60,120.0,75.0
tre402,e55_2,2024-11-12T16:30:50+02:00,60,240.0,69.0
tre402,n60,2024-11-12T16:44:50+02:00,60,180.0,87.0
tre402,n60,2024-11-12T16:43:50+02:00,60,60.0,56.0
tre402,n60,2024-11-12T16:42:50+02:00,60,60.0,124.0
tre402,n60,2024-11-12T16:41:50+02:00,60,0.0,97.0
tre402,n60,2024-11-12T16:40:50+02:00,60,360.0,82.0
tre402,n60,2024-11-12T16:39:50+02:00,60,120.0,123.0
tre402,n60,2024-11-12T16:38:50+02:00,60,240.0,63.0
tre402,n60,2024-11-12T16:37:50+02:00,60,180.0,69.0
tre402,n60,2024-11-12T16:36:50+02:00,60,60.0,70.0
tre402,n60,2024-11-12T16:35:50+02:00,60,300.0,71.0
tre402,n60,2024-11-12T16:34:50+02:00,60,60.0,87.0
tre402,n60,2024-11-12T16:33:50+02:00,60,60.0,50.0
tre402,n60,2024-11-12T16:32:50+02:00,60,120.0,87.0
tre402,n60,2024-11-12T16:31:50+02:00,60,180.0,75.0
tre402,n60,2024-11-12T16:30:50+02:00,60,300.0,69.0
tre402,o60,2024-11-12T16:44:50+02:00,60,300.0,87.0
tre402,o60,2024-11-12T16:43:50+02:00,60,0.0,56.0
tre402,o60,2024-11-12T16:42:50+02:00,60,600.0,124.0
tre402,o60,2024-11-12T16:41:50+02:00,60,120.0,97.0
tre402,o60,2024-11-12T16:40:50+02:00,60,0.0,82.0
tre402,o60,2024-11-12T16:39:50+02:00,60,300.0,123.0
tre402,o60,2024-11-12T16:38:50+02:00,60,0.0,63.0
tre402,o60,2024-11-12T16:37:50+02:00,60,120.0,69.0
tre402,o60,2024-11-12T16:36:50+02:00,60,180.0,70.0
tre402,o60,2024-11-12T16:35:50+02:00,60,120.0,71.0
tre402,o60,2024-11-12T16:34:50+02:00,60,300.0,87.0
tre402,o60,2024-11-12T16:33:50+02:00,60,0.0,50.0
tre402,o60,2024-11-12T16:32:50+02:00,60,60.0,87.0
tre402,o60,2024-11-12T16:31:50+02:00,60,180.0,75.0
tre402,o60,2024-11-12T16:30:50+02:00,60,120.0,69.0
tre402,a55,2024-11-12T16:59:50+02:00,60,120.0,73.0
tre402,a55,2024-11-12T16:58:50+02:00,60,180.0,100.0
tre402,a55,2024-11-12T16:57:50+02:00,60,180.0,100.0
tre402,a55,2024-11-12T16:56:50+02:00,60,60.0,80.0
tre402,a55,2024-11-12T16:55:50+02:00,60,240.0,91.0
tre402,a55,2024-11-12T16:54:50+02:00,60,240.0,109.0
tre402,a55,2024-11-12T16:53:50+02:00,60,120.0,84.0
tre402,a55,2024-11-12T16:52:50+02:00,60,60.0,63.0
tre402,a55,2024-11-12T16:51:50+02:00,60,240.0,82.0
tre402,a55,2024-11-12T16:50:50+02:00,60,300.0,92.0
tre402,a55,2024-11-12T16:49:50+02:00,60,,
tre402,a55,2024-11-12T16:48:50+02:00,60,60.0,93.0
tre402,a55,2024-11-12T16:47:50+02:00,60,180.0,82.0
tre402,a55,2024-11-12T16:46:50+02:00,60,180.0,54.0
tre402,a55,2024-11-12T16:45:50+02:00,60,0.0,59.0
tre402,b60,2024-11-12T16:59:50+02:00,60,240.0,73.0
tre402,b60,2024-11-12T16:58:50+02:00,60,60.0,100.0
tre402,b60,2024-11-12T16:57:50+02:00,60,540.0,100.0
tre402,b60,2024-11-12T16:56:50+02:00,60,240.0,80.0
tre402,b60,2024-11-12T16:55:50+02:00,60,60.0,91.0
